player_name,team,age,matches_played,matches_started,minutes_played,own_goals,goals,assists,shots,shots_on_target,shot_distance,free_kicks,penalty_kicks,pass_attempted,pass_completed,pass_distance,pass_final_third,pass_18_yard,crosses_18_yard,pass_before_shot,corner_kicks,chance_created,shot_creation_actions,goal_creation_actions,blocks,interceptions,aerial_battles_won,aerial_battles_lost,touches_defensive_pen,touches_defensive_third,touches_attacking_pen,touches_attacking_third,yellow_card,yellow_card_2nd,red_card,fouls_commited,fouls_drawn,offsides,penalty_won,penalty_conceded
Lewis Dunk,Brighton,31,21,21,1889,0.05,0,0,0.48,0.05,10.9,0,0,81.8,73.5,1444,4.86,0.19,0,0.05,0,0.15000000000000002,0.57,0.05,2.19,1,1.62,1.48,11.3,46.4,0.95,2.05,0.1,0,0,0.57,0.62,0.05,0,0.14
Jhon Durán,Aston Villa,19,1,0,9,0,0,0,0,0,0,0,0,50,30,480,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,20,0,0,0,0,10,10,0,0
Malcolm Ebiowei,Crystal Palace,19,3,0,34,0,0,0,0,0,0,0,0,25,12.5,245,0,0,0,0,0,0,2.5,0,10,0,0,0,0,2.5,5,30,0,0,0,0,2.5,0,0,0
Ederson,Manchester City,29,21,21,1890,0,0,0.05,0,0,0,0,0,36.4,31.7,745.9,0.24,0,0,0.05,0,0.1,0.14,0.05,0,0,0.24,0,29.2,37.5,0,0,0.05,0,0,0,0.1,0,0,0
Odsonne Édouard,Crystal Palace,25,20,12,1093,0,3,0.17,2.07,0.83,12.4,0,0,22.7,16.3,186.8,0.58,0.74,0,0.99,0,0.99,2.48,0.25,1.65,0.25,1.98,2.07,1.65,4.3,4.55,14.9,0.25,0,0,1.16,0.74,0.58,0,0
Samuel Edozie,Southampton,20,15,5,541,0,0,0,1.33,0.5,16.5,0,0,25.2,17,199.5,0.83,1,0.17,1,0,1.17,3,0,2,1,1,1.83,0.67,7.83,4.83,22.8,0,0,0,0.17,3.67,0.17,0.17,0
Anthony Elanga,Manchester Utd,20,13,5,397,0,0,0.23,1.82,0.68,14.7,0,0,27.7,20.5,258,0.68,0.45,0,1.14,0,1.14,3.64,0.23,1.82,0.23,1.59,2.5,0.91,5.68,5.68,21.4,0,0,0,0.45,1.59,0.68,0,0
Harvey Elliott,Liverpool,19,20,13,1131,0,1,0.08,1.67,0.48,19.3,0,0,54.4,43.3,637.3,4.05,2.22,0.4,1.27,0.08,1.59,3.89,0.48,3.18,0.48,0.08,0.71,0.63,7.86,2.7,28,0.08,0,0,0.79,1.59,0.08,0,0
Mohamed Elneny,Arsenal,30,5,1,113,0,0,0,0,0,0,0,0,46.2,43.8,793.1,2.31,1.54,0,0,0,0,0,0,0,0,0,1.54,1.54,8.46,0,8.46,0,0,0,0.77,0.77,0,0,0
Mohamed Elyounoussi,Southampton,28,20,17,1400,0,0,0.06,1.79,0.45,15.9,0,0,27.1,18,262.4,1.28,0.9,0.38,0.9,0.06,1.22,1.86,0.19,3.08,0.77,1.41,1.86,2.18,7.95,2.69,16,0.19,0,0,1.54,0.77,0.19,0,0
Emerson,Tottenham,24,18,14,1196,0,1,0.08,0.9,0.3,15.5,0,0,54.3,42.9,672.7,2.71,0.98,0.23,0.45,0.08,0.45,2.11,0.15,1.6600000000000001,0.9,1.13,1.5,4.96,23.8,2.56,20.1,0.08,0,0.08,1.13,1.8,0,0,0
Christian Eriksen,Manchester Utd,30,19,18,1489,0,1,0.42,1.39,0.48,19.1,0.18,0,62.5,49.3,815.2,5.39,1.03,0.12,1.52,3.03,1.88,2.97,0.48,2.06,0.48,0.42,0.55,2.24,12.7,1.33,18.9,0.18,0,0,0.61,0.36,0.12,0,0
Pervis Estupiñán,Brighton,25,18,15,1261,0,0,0.21,0.57,0,23.2,0,0,66.7,54,786.8,3.5,1.71,0.71,1.5,0,1.57,2.79,0.43,2.29,1.57,1.57,1.29,3.36,19.6,1.93,21.4,0.21,0,0,1.43,0.93,0.29,0.07,0
Jonny Evans,Leicester City,35,9,9,810,0,0,0,0.11,0.11,3.8,0,0,74.7,66.7,1337.4,4.44,0.11,0,0.11,0,0.11,0.44,0,1.34,1.78,2.22,1.22,10.6,40.8,0.22,0.89,0,0,0,0.78,0.44,0,0,0
Eberechi Eze,Crystal Palace,24,22,19,1549,0,3,0.17,2.27,0.58,23,0.52,0,40.5,31.9,491,2.91,0.99,0.06,1.98,2.21,2.21,3.43,0.47,1.98,0.41,0.47,1.22,0.58,8.43,2.21,18.5,0.06,0,0,0.76,1.98,0.12,0,0
?ukasz Fabia?ski,West Ham,37,22,22,1873,0,0,0,0,0,0,0,0,27.3,17.9,556.4,0.38,0,0,0,0,0,0.1,0,0,0,0.48,0.05,25.8,29.2,0,0,0,0,0,0,0.14,0,0,0
Fabinho,Liverpool,29,18,14,1253,0,0,0,0.58,0.22,18.3,0,0,64.5,56.8,926.2,4.17,0.5,0,0.43,0,0.65,2.09,0.14,2.74,1.37,1.08,0.86,3.09,16.3,0.65,11.4,0.14,0,0,1.44,0.79,0,0,0
Wout Faes,Leicester City,24,16,16,1440,0.13,0,0,0.25,0.06,15.5,0,0,68.4,59.1,1112.6,2.63,0.31,0,0.19,0,0.32,0.5,0.13,2.63,1.31,1.81,1.38,12.1,43.6,0.44,1.19,0.13,0,0,0.94,0.44,0,0,0
Felipe,Nott'ham Forest,33,1,0,84,0,0,0,1.11,0,11.6,0,0,64.4,57.8,1174.4,1.11,0,0,0,0,0,0,0,0,5.56,6.67,1.11,13.3,53.3,1.11,1.11,0,0,0,1.11,1.11,0,0,0
João Félix,Chelsea,23,2,2,147,0,1,0,5.63,3.75,17.8,0.63,0,43.1,30,468.1,4.38,0.63,0,1.88,3.75,2.51,4.38,0,0,0,0,1.88,0,5.63,5.63,24.4,0,0,0.63,0.63,4.38,1.25,0,0
Evan Ferguson,Brighton,18,6,2,233,0,3,0.77,3.08,1.92,15.9,0,0,20,15.4,185.4,0.38,0.77,0,1.15,0,1.5299999999999998,2.31,0.77,1.54,0.38,1.54,1.92,0,1.15,4.23,12.7,0.38,0,0,0.77,0.77,0,0,0
Bruno Fernandes,Manchester Utd,28,21,21,1888,0,5,0.19,2.05,0.62,21.6,0.14,0.05,51.4,38.1,624,3.33,2.19,0.24,2.71,1.52,3.42,4.95,0.57,2,0.71,0.48,1.52,2.19,9.86,3.48,27.8,0.24,0,0,1.29,1.1,0.48,0,0
Enzo Fernández,Chelsea,22,2,2,180,0,0,0.5,1.5,0,26.7,0,0,84.5,74,1473,9,0.5,0,1,0,1.5,3,0.5,6,2,0.5,0.5,6,29,0.5,11.5,0,0,0,0,1,0,0,0
Mateo Fernández,Leeds United,19,2,0,3,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Roberto Firmino,Liverpool,31,13,11,929,0,7,0.29,3.2,1.94,12.7,0,0,42.6,33.2,452.1,3.69,1.36,0,1.65,0,2.23,3.69,0.68,2.14,0.58,1.26,2.43,0.29,5.34,6.7,21.8,0,0,0,0.58,0.49,0.29,0,0
Junior Firpo,Leeds United,26,5,1,209,0,0,0,0,0,0,0,0,47,34.3,544.8,3.04,0,0,0.87,0,0.87,0.87,0,4.34,0.43,1.3,2.17,3.48,14.8,0.87,10,0.43,0,0,3.48,0,0,0,0
Phil Foden,Manchester City,22,18,13,1045,0,7,0.34,2.41,1.21,14.2,0,0,54.9,44.1,666.5,2.07,1.9,0.69,1.9,1.98,2.07,4.74,0.78,2.0700000000000003,0.26,1.21,1.47,0.69,4.91,6.47,38.8,0.09,0,0,0.34,1.38,0.26,0,0
Datro Fofana,Chelsea,20,1,0,16,0,0,0,5,0,11.1,0,0,10,5,45,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,30,0,0,0,10,0,0,0,0
Wesley Fofana,Leicester City,22,2,2,180,0,0,0,1,0.5,10.1,0,0,70,58.5,997.5,8,0,0,0,0,0,1,0,1,4.5,2.5,3,5.5,34,1.5,3.5,0.5,0,0,1,1.5,0.5,0,0
Wesley Fofana,Chelsea,22,2,2,180,0,0,0,0.5,0,31.8,0,0,95,86,1342.5,2.5,0,0,0,0,0,0.5,0,2,2.5,2,1.5,1.5,25,0.5,10.5,0,0,0,0,1.5,0,0,0
Pablo Fornals,West Ham,26,18,11,960,0,1,0,1.59,0.47,23.9,0,0,45.7,32.8,562.5,3.74,0.56,0.19,1.03,1.4,1.4,3.46,0,1.8599999999999999,1.03,0.47,1.21,0.93,8.97,1.87,21.2,0,0,0,1.03,0.47,0.09,0,0
Adam Forshaw,Leeds United,31,5,2,159,0,0,0,0,0,0,0,0,36.1,30,399.4,4.44,0,0,1.11,1.11,1.11,2.22,0,3.34,0,0,0.56,1.11,7.78,0,6.11,0,0,0,1.11,1.67,0,0,0
Fraser Forster,Tottenham,34,2,2,180,0,0,0,0,0,0,0,0,21.5,17.5,432,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0.5,0,0,0
Tyrese Francois,Fulham,22,1,0,1,0,0,0,0,0,0,0,0,2,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ryan Fraser,Newcastle Utd,28,8,3,313,0,0,0,1.71,0.29,16.6,0,0,34.9,24.3,350.9,1.14,1.14,0.29,1.43,0.86,1.43,2.29,0,1.7199999999999998,0,0,0.57,0.29,5.14,2.57,22.9,0.29,0,0,0.86,2.86,0.29,0,0
Fred,Manchester Utd,29,19,7,763,0,2,0,2.47,0.59,18.4,0,0,55.3,43.9,662,3.41,0.59,0.12,1.88,0,2.3499999999999996,3.65,0.24,6.36,1.41,0.71,0.94,2.59,18.5,2.94,22,0.47,0,0,2.24,1.18,0,0,0
Ryan Fredericks,Bournemouth,30,9,5,463,0,0,0,0,0,0,0,0,40.6,27.5,399.6,0.78,1.18,0.2,0.2,0,0.2,0.78,0.2,2.36,0,0.78,1.76,5.1,15.7,1.18,14.9,0.2,0,0,0.59,0.2,0,0,0
Remo Freuler,Nott'ham Forest,30,18,16,1461,0,0,0,0.37,0.06,22.3,0,0,37.6,29.9,454.5,2.28,0.25,0.19,0.56,0,0.56,1.23,0,2.96,1.54,1.05,0.74,3.27,16.2,0.25,7.1,0.19,0,0,1.11,0.43,0,0,0
Cody Gakpo,Liverpool,23,3,3,255,0,0,0,3.21,0.36,13.7,0,0,15.7,9.64,129.3,0.71,0.36,0,0.71,0,0.71,3.21,0,1.4299999999999997,0.71,1.43,1.43,0.36,1.79,5.36,17.1,0,0,0,1.07,1.79,1.07,0,0
Conor Gallagher,Chelsea,23,20,10,841,0,1,0.11,1.4,0.54,19.8,0,0,53.3,42.2,645.8,4.52,1.29,0.54,1.83,2.15,1.9400000000000002,2.9,0.32,3.44,1.29,1.4,1.94,2.26,13.7,2.69,22.7,0.65,0.11,0.11,2.04,2.37,0,0,0
Idrissa Gana Gueye,Everton,33,16,15,1221,0,0,0.07,0.07,0.07,28.8,0,0,48.8,41.8,682,3.82,0.22,0,0.37,0,0.44,1.62,0.15,4.26,2.35,1.03,0.96,2.65,17.9,0.22,7.72,0.22,0,0,1.32,2.13,0,0,0
Alejandro Garnacho,Manchester Utd,18,11,3,328,0,1,0.56,3.33,1.39,15.8,0,0,31.1,24.4,281.9,0.28,0.28,0,0.56,0,0.56,3.33,1.11,2.78,1.11,0.56,1.67,0.28,5.28,10,36.1,0.56,0,0,1.39,1.39,0.56,0,0
James Garner,Everton,21,6,0,142,0,0,0,1.25,0.63,22.4,0,0,49.4,36.9,606.3,3.75,0,0,0,3.13,0,0.63,0,2.5,2.5,1.25,0.63,3.75,11.3,2.5,16.3,0.63,0,0,2.5,0,0.63,0,0
David de Gea,Manchester Utd,32,22,22,1980,0,0,0,0,0,0,0,0,30.6,22,545.9,0.09,0.05,0,0.05,0,0.05,0.09,0,0,0,0.14,0,27,32.5,0,0,0,0,0,0,0.09,0,0,0
Joe Gelhardt,Leeds United,20,15,1,212,0,0,0.83,4.17,0.83,23.5,0.42,0,27.9,17.9,215.8,1.25,0.42,0,0.83,0,1.25,1.67,0.83,4.16,0,2.08,4.58,1.67,4.17,5.83,22.5,0.42,0,0,2.5,3.33,0,0,0
Saman Ghoddos,Brentford,29,9,0,90,0,0,0,1,1,19.2,0,0,48,35,517,2,0,0,1,1,2,2,0,6,3,2,3,7,20,1,19,0,0,0,1,2,0,0,0
Morgan Gibbs-White,Wolves,23,2,2,180,0,0,0,1.5,0.5,11.5,0,0,47.5,37.5,561,5,0.5,0,0.5,2,0.5,2,0,2,0.5,1,2.5,0.5,9,2,24.5,0.5,0,0,1.5,1.5,0,0,0
Morgan Gibbs-White,Nott'ham Forest,23,19,18,1556,0,2,0.23,2.14,0.58,18.8,0.17,0,34.8,21.3,337.8,2.31,1.5,0.23,2.14,2.66,2.83,4.1,0.29,0.93,0.58,1.56,2.83,0.46,4.62,2.49,23.1,0.06,0,0,1.04,0.87,0.12,0,0
Billy Gilmour,Brighton,21,7,2,163,0,0,0,1.11,0,17.1,0,0,85.6,78.9,1366.7,5.56,2.22,0,0.56,0,0.56,1.67,0.56,1.12,0.56,0.56,1.67,3.33,22.2,1.67,16.1,0.56,0,0,0.56,0,0,0,0
Degnand Gnonto,Leeds United,19,10,8,716,0,2,0.13,1.63,0.75,18,0,0,33.3,22.6,270.1,0.5,1.38,0.25,1.75,0.63,2.13,4,0.63,2.5,0.13,0.5,1.38,0.5,5.63,2.88,27.3,0.25,0,0,1.5,2.75,0.25,0,0
Ben Godfrey,Everton,25,4,3,211,0,0,0,1.3,0,8.1,0,0,37.8,30,540.9,3.04,0,0,0.43,0,0.43,0.43,0,4.34,0.87,1.3,0.87,4.35,20,1.3,5.65,0,0,0,1.3,0.43,0,0,0
João Gomes,Wolves,22,1,0,21,0,1,0,10,5,18.9,0,0,60,40,640,5,0,0,0,0,0,5,5,0,0,0,10,5,30,5,20,0,0,0,5,0,0,0,0
Toti Gomes,Wolves,24,7,3,310,0,0,0,0,0,0,0,0,50.9,43.2,785.6,2.94,0.29,0,0.29,0,0.29,0.29,0,3.52,0.59,2.35,0.88,14.7,36.5,0.59,2.65,0.59,0,0,1.47,0.59,0,0,0
Joe Gomez,Liverpool,25,17,11,1106,0,0,0,0.24,0,20.3,0,0,83.7,70.7,1422.6,7.89,0.16,0,0.08,0,0.08,1.22,0.08,2.28,1.54,3.01,2.2,6.75,36.7,0.33,4.15,0.24,0,0,1.06,0.33,0,0,0.08
Sergio Gómez,Manchester City,22,5,0,111,0,0,0.83,1.67,0,17.6,0,0,73.3,60,971.7,6.67,1.67,0,1.67,1.67,1.67,2.5,0.83,6.67,1.67,0.83,1.67,4.17,16.7,5.83,22.5,0,0,0,0,0,0,0,0
Anthony Gordon,Newcastle Utd,21,2,0,77,0,0,0,3.33,0,17,0,0,35.6,28.9,321.1,4.44,0,0,2.22,0,3.33,4.44,0,2.22,0,0,2.22,0,2.22,7.78,28.9,1.11,0,0,2.22,3.33,0,0,0
Anthony Gordon,Everton,21,16,12,1095,0,3,0,2.13,1.31,16.6,0.08,0,23,15.8,238.1,0.66,0.9,0.16,0.66,0.16,0.74,1.89,0,3.12,0.33,0.74,2.38,1.07,7.13,3.85,17.9,0.49,0,0,1.64,1.23,0.25,0,0
Demarai Gray,Everton,26,20,19,1679,0,3,0.05,1.93,0.75,20.1,0.21,0.05,33.8,23.1,400.5,1.34,0.91,0.32,1.39,3.21,1.5,3.48,0.21,1.18,0.53,0.37,0.96,0.91,4.12,3.69,24.8,0.05,0,0,0.53,1.5,0.43,0,0
Jack Grealish,Manchester City,27,15,11,1040,0,2,0.26,1.64,0.34,13.6,0,0,47.9,40.1,581.6,1.29,1.47,0,2.24,1.38,2.33,4.57,0.78,2.24,0.34,0.69,0.43,0.69,5.09,6.12,35.2,0.09,0,0,1.21,3.45,0.09,0,0
Sam Greenwood,Leeds United,21,12,2,318,0,1,0.57,3.14,0.57,24.3,1.43,0,40.9,25.1,440,3.14,0.29,0,2.86,4.57,2.86,4.29,0.86,4,0.29,0.29,0.86,1.14,10.6,1.43,22,0.29,0,0,2.29,0.57,0,0,0
Pascal Groß,Brighton,31,21,21,1821,0,6,0.15,1.04,0.5,16,0,0,61.4,47.1,769.4,4.01,1.49,0.15,2.08,4.01,2.38,3.71,0.25,1.88,0.5,0.15,1.14,1.68,11.5,2.82,27.2,0.1,0,0,0.84,0.5,0.35,0,0.05
Vicente Guaita,Crystal Palace,36,22,22,1980,0,0,0,0,0,0,0,0,32.1,23,590.2,0.14,0,0,0,0,0,0,0,0,0,0.41,0.05,29.8,34,0,0,0.05,0,0,0.05,0.14,0,0,0
Gonçalo Guedes,Wolves,26,13,8,707,0,1,0.13,2.41,0.76,18.4,0.13,0,25.4,17.5,290.8,1.39,1.01,0.25,1.14,1.77,1.14,3.42,0.13,1.02,0.13,0.89,1.39,0.38,3.54,3.8,19.4,0.13,0,0,1.39,3.04,0.63,0,0
Marc Guéhi,Crystal Palace,22,21,21,1890,0.05,0,0,0.33,0.19,9.1,0,0,57,49.4,991.7,3.38,0.05,0,0.14,0,0.14,0.71,0,2.9499999999999997,1.14,1.24,1.1,12,38.3,0.71,1.62,0.33,0,0,0.71,1.1,0,0,0
Bruno Guimarães,Newcastle Utd,25,17,17,1397,0,3,0.19,0.9,0.32,22.1,0,0,54.7,44.6,772.5,4.65,1.87,0.06,1.16,0.19,1.8699999999999999,2.97,0.45,2.58,1.35,0.58,0.39,2.32,13.2,1.16,17.2,0.19,0,0,1.42,2.71,0,0,0
Ýlkay Gündoðan,Manchester City,32,18,14,1252,0,2,0.14,2.23,0.58,18.5,0.14,0,57.3,50.1,767.1,5.83,1.58,0,2.01,1.01,2.6599999999999997,4.1,0.65,1.44,1.01,1.01,0.43,1.22,8.27,3.67,25,0,0,0,1.01,0.86,0.22,0.07,0
Darko Gyabi,Leeds United,18,1,0,8,0,0,0,10,0,17.8,0,0,40,40,720,0,0,0,0,0,0,0,0,40,0,0,0,0,10,10,30,0,0,0,0,10,0,0,0
Erling Haaland,Manchester City,22,20,19,1636,0,25,0.16,3.85,1.98,12.6,0,0.22,15.9,11.7,147.5,0.49,0.77,0,0.93,0,1.04,2.03,0.38,0.76,0.11,1.37,1.26,0.6,1.43,7.53,13.2,0.16,0,0,0.82,0.82,0.27,0.05,0
Lewis Hall,Chelsea,18,5,4,304,0,0,0,1.47,0.59,13.3,0,0,57.4,43.2,762.4,2.94,0.88,0.29,1.18,0.59,1.18,3.53,0,2.36,2.94,1.76,0.88,3.53,29.1,2.94,18.5,0.29,0,0,0.59,2.35,0.29,0,0
Luke Harris,Fulham,17,3,0,13,0,0,0,0,0,0,0,0,140,130,1720,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0
Jack Harrison,Leeds United,26,19,17,1328,0,1,0.27,1.22,0.47,18.5,0.07,0,40.5,25.7,364.3,2.43,1.62,0.54,2.03,2.91,2.3,4.26,0.34,2.7,0.34,0.27,1.55,0.81,5.2,2.97,30.2,0.14,0,0,1.42,1.42,0.07,0,0
Kai Havertz,Chelsea,23,21,19,1591,0,5,0.06,2.32,0.96,11.7,0,0,29.3,23.6,285.9,1.47,0.73,0.06,1.07,0,1.07,1.98,0.17,2.04,0.34,2.88,2.15,1.64,4.46,5.82,21.8,0.17,0,0,2.32,0.85,1.36,0,0
Jan Paul van Hecke,Brighton,22,2,1,80,0,0,0,2.22,0,16.3,0,0,107.8,103.3,2095.6,13.3,0,0,0,0,0,0,0,0,4.44,1.11,2.22,2.22,23.3,2.22,8.89,0,0,0,0,0,0,0,0
Hwang Hee-chan,Wolves,27,17,9,690,0,0,0.13,0.78,0.39,20.3,0,0,21.7,16.5,236.9,0.91,0.78,0.13,1.04,0,1.04,2.21,0.13,3.12,0.13,0.26,2.86,0.65,5.19,2.21,13.8,0.13,0,0,1.56,1.3,0,0,0
Dean Henderson,Nott'ham Forest,25,18,18,1620,0,0,0,0,0,0,0,0,37.3,23.6,696.8,0.61,0.06,0,0,0,0,0.17,0,0,0,0.06,0,33.3,39.5,0,0,0.11,0,0,0.06,0.06,0,0,0.06
Jordan Henderson,Liverpool,32,17,10,919,0,0,0,1.18,0.29,23.1,0,0,74.4,60.7,1037.5,7.55,1.96,0.29,1.27,0,1.8599999999999999,3.04,0.1,1.56,0.98,0.49,0.59,1.76,13.6,1.67,19,0.1,0,0,0.49,0.29,0,0,0
Wayne Hennessey,Nott'ham Forest,36,2,2,180,0,0,0,0,0,0,0,0,28,22.5,755,1,0,0,0,0,0,0,0,0,0,0,0,26,32,0,0,0,0,0,0,0.5,0,0,0
Rico Henry,Brentford,25,21,21,1885,0,0,0.1,0.48,0.1,18.8,0,0,30.8,22.1,336.1,1.82,0.96,0.43,0.62,0,0.81,1.05,0.1,1.92,0.77,0.96,1.63,3.59,13,1.05,13.8,0,0,0,0.72,1,0.05,0,0
Son Heung-min,Tottenham,30,21,20,1728,0,4,0.16,2.66,1.3,18.9,0.26,0,29.5,21,274.1,1.09,0.99,0.16,1.72,3.65,1.77,3.59,0.42,1.35,0.36,0.31,0.63,0.26,4.01,3.18,21.8,0.05,0,0,0.47,1.3,0.42,0,0
Aaron Hickey,Brentford,20,10,9,739,0,0,0,0.49,0.12,21,0,0,38.5,31.2,452.9,3.05,0.61,0.12,0.12,0,0.12,0.85,0,2.44,1.34,0.49,0.73,2.68,12.9,1.1,11,0.49,0,0,0.85,2.07,0,0,0
Joseph Hodge,Wolves,20,5,1,169,0,0,0,0.53,0,12.7,0,0,45.8,36.3,561.6,3.68,0.53,0,0.53,0,0.53,1.05,0,5.26,0,0.53,1.05,2.63,13.2,1.58,16.3,0.53,0,0,1.05,0.53,0,0,0
Rob Holding,Arsenal,27,6,0,19,0,0,0,0,0,0,0,0,30,25,515,0,0,0,0,0,0,5,0,0,0,5,0,10,30,0,0,0,0,0,0,0,0,0,0
Mason Holgate,Everton,26,4,3,320,0,0,0,0.83,0,14,0,0,41.1,29.7,610,2.5,0.28,0,0.83,0,1.1099999999999999,1.67,0.56,2.78,1.67,1.67,1.67,7.5,24.2,1.11,3.06,0.28,0,0,0.83,1.11,0,0,0
Will Hughes,Crystal Palace,27,16,3,376,0,0,0,0.48,0.48,14.3,0,0,40.5,29.8,441.9,2.86,0.71,0,0.24,0.71,0.24,1.19,0,4.279999999999999,1.9,0.71,1.19,3.1,12.6,1.43,14.5,0.95,0,0,2.86,1.19,0,0,0.24
Omari Hutchinson,Chelsea,19,1,0,23,0,0,0,0,0,0,0,0,40,26.7,363.3,0,0,0,0,0,0,3.33,0,0,3.33,0,0,0,0,6.67,36.7,0,0,0,0,0,0,0,0
Pierre Højbjerg,Tottenham,27,22,22,1961,0,4,0.14,1.06,0.32,21.1,0,0,66.3,58.6,1046.9,5.78,1.15,0.23,0.92,0.05,1.1500000000000001,2.94,0.46,3.21,1.56,0.69,0.18,3.49,19,0.96,13.9,0.09,0,0,1.01,1.06,0.05,0,0
Kelechi Iheanacho,Leicester City,26,16,3,443,0,3,0.82,3.67,1.22,17.3,0,0,28.4,21.4,274.9,1.43,0.82,0,2.45,0.41,2.45,3.88,0.82,1.22,0,0.41,2.04,0.82,2.24,5.31,22.2,0,0,0,1.63,0.2,0.61,0,0
Danny Ings,West Ham,30,3,0,53,0,0,0,3.33,0,9.4,0,0,18.3,10,200,1.67,0,0,1.67,0,3.34,1.67,0,3.34,0,1.67,6.67,3.33,11.7,3.33,11.7,0,0,0,0,5,0,0,0
Danny Ings,Aston Villa,30,18,8,824,0,6,0,2.72,1.3,15.5,0,0.22,17.6,12.4,149,0.76,0.43,0,0.98,0,1.41,1.74,0.11,2.6100000000000003,0.11,1.74,1.3,1.3,2.83,5.33,15.1,0.33,0,0,0.87,0.54,0.98,0,0
Alexander Isak,Newcastle Utd,23,6,4,374,0,3,0,2.62,1.9,14.1,0,0.24,16.4,11.7,165.2,1.19,0.48,0,1.67,0,1.91,2.14,0,2.38,0.24,1.67,2.86,0.24,1.43,5.48,20.2,0,0,0,1.19,0.95,0.71,0,0
Alex Iwobi,Everton,26,21,21,1872,0,1,0.24,0.91,0.24,22.5,0,0,43.9,34.7,610.9,3.7,1.15,0.34,1.59,0.24,2.02,2.5,0.24,2.12,0.63,0.19,0.63,1.59,10.3,1.54,17.2,0.1,0,0,0.48,0.29,0.19,0.05,0
Daniel James,Leeds United,25,4,2,198,0,0,0,1.36,0.45,17.6,0,0,18.2,10.9,116.4,0.45,1.36,0.45,0.45,0,0.45,1.82,0,3.64,0.91,0,1.82,0.45,4.09,2.73,14.5,0,0,0,0.91,2.73,0,0,0
